,Locations,Prices,Floor,Area,Rooms
5113,Binəqədi r.,39000,,90 ,
5114,Nəsimi r.,4500,,100 ,3 
5115,Şah İsmayıl Xətai m.,30000,6/16 ,130 ,3 
5116,Şah İsmayıl Xətai m.,27000,6/16 ,150 ,3 
5117,28 May m.,99000,,340 ,
5118,İçəri Şəhər m.,36000,,150 ,2 
5119,İçəri Şəhər m.,36000,,150 ,3 
5120,20 Yanvar m.,15000,9/18 ,75 ,2 
5121,İçəri Şəhər m.,36000,,150 ,3 
5122,28 May m.,45000,8/14 ,180 ,4 
5123,Şah İsmayıl Xətai m.,34500,4/16 ,150 ,3 
5124,Badamdar q.,24000,15/16 ,85 ,2 
5125,28 May m.,15000,2/5 ,60 ,2 
5126,Qəbələ,100,,110 ,3 
5127,Sahil m.,30000,2/5 ,80 ,3 
5128,Yasamal q.,30000,11/27 ,110 ,3 
5129,28 May m.,21000,,130 ,5 
5130,Şah İsmayıl Xətai m.,75000,5/19 ,250 ,5 
5131,Şah İsmayıl Xətai m.,96000,,211 ,5 
5132,Sahil m.,27000,2/5 ,70 ,2 
5133,Nəsimi r.,150,9/10 ,180 ,3 
5134,İçəri Şəhər m.,39000,3/6 ,70 ,2 
5135,Gənclik m.,24000,5/20 ,145 ,3 
5136,Nəsimi r.,27000,19/27 ,100 ,2 
5137,Nəsimi r.,45000,3/19 ,190 ,4 
5138,Nəsimi r.,30000,13/15 ,108 ,3 
5139,Yeni Yasamal q.,360000,,1500 ,
5140,Gənclik m.,19500,2/14 ,140 ,3 
5141,Neftçilər m.,75000,,400 ,
5142,Biləcəri q.,9000,,100 ,2 
5143,Sahil m.,34500,1/5 ,120 ,3 
5144,28 May m.,45000,18/22 ,135 ,4 
5145,Səbail r.,24000,8/14 ,60 ,2 
5146,Nəsimi m.,12600,9/14 ,55 ,2 
5147,Qara Qarayev m.,19500,8/18 ,70 ,2 
5148,Şah İsmayıl Xətai m.,27000,6/16 ,140 ,3 
5149,28 May m.,22500,7/14 ,95 ,3 
5150,28 May m.,45000,,160 ,3 
5151,Sahil m.,19500,4/4 ,80 ,2 
5152,Gənclik m.,26700,13/19 ,150 ,3 
5153,Elmlər Akademiyası m.,30000,4/13 ,178 ,4 
5154,Nəsimi r.,35,2/16 ,20 ,1 
5155,Şah İsmayıl Xətai m.,24000,14/16 ,60 ,2 
5156,Bakıxanov q.,10500,5/16 ,56 ,1 
5157,Nizami m.,36000,3/16 ,150 ,3 
5158,İçəri Şəhər m.,34500,8/14 ,75 ,2 
5159,Nəsimi r.,30000,11/27 ,110 ,3 
5160,Həzi Aslanov m.,24000,3/18 ,90 ,3 
5161,Binəqədi r.,19500,13/17 ,140 ,3 
5162,Nəriman Nərimanov m.,25500,4/16 ,100 ,3 
5163,Sahil m.,60000,,80 ,
5164,Əhmədli m.,16500,14/20 ,135 ,3 
5165,Elmlər Akademiyası m.,13500,,30 ,1 
5166,Nəriman Nərimanov m.,30000,,95 ,
5167,9-cu mikrorayon q.,12000,3/9 ,40 ,2 
5168,İnşaatçılar m.,15000,,10 ,
5169,Nizami m.,42000,15/18 ,205 ,4 
5170,Həzi Aslanov q.,8400,5/9 ,55 ,3 
5171,Nərimanov r.,24000,13/16 ,120 ,3 
5172,28 May m.,196500,,410 ,1 
5173,Nəsimi r.,69000,,220 ,6 
5174,Yasamal r.,27000,8/16 ,120 ,3 
5175,20 Yanvar m.,15000,14/18 ,60 ,2 
5176,8-ci mikrorayon q.,15000,5/9 ,110 ,4 
5177,Qəbələ,150,,250 ,6 
5178,Həzi Aslanov q.,75000,,120 ,
5179,Nəsimi r.,45000,17/22 ,135 ,4 
5180,Şah İsmayıl Xətai m.,27000,6/16 ,140 ,3 
5181,Elmlər Akademiyası m.,60000,12/19 ,200 ,3 
5182,İçəri Şəhər m.,39000,3/6 ,65 ,2 
5183,20 Yanvar m.,22500,6/18 ,120 ,3 
5184,Sahil m.,24000,4/4 ,80 ,2 
5185,Şah İsmayıl Xətai m.,66000,3/24 ,227 ,5 
5186,Şah İsmayıl Xətai m.,27000,4/16 ,140 ,3 
5187,Elmlər Akademiyası m.,18000,3/5 ,90 ,3 
5188,Xətai r.,43500,14/21 ,130 ,3 
5189,Nəsimi r.,22500,7/17 ,85 ,3 
5190,Elmlər Akademiyası m.,30000,5/16 ,150 ,3 
5191,Şah İsmayıl Xətai m.,21000,2/7 ,140 ,3 
5192,Şah İsmayıl Xətai m.,29970,7/18 ,120 ,2 
5193,Şah İsmayıl Xətai m.,60,10/18 ,120 ,3 
5194,Elmlər Akademiyası m.,19500,12/16 ,120 ,3 
5195,28 May m.,27000,6/17 ,110 ,2 
5196,Nizami m.,48000,,42 ,
5197,Nəriman Nərimanov m.,17970,3/19 ,91 ,2 
5198,Şah İsmayıl Xətai m.,135000,5/24 ,550 ,6 
5199,Bakıxanov q.,18000,8/13 ,80 ,3 
5200,Şah İsmayıl Xətai m.,27000,6/16 ,140 ,3 
5201,Nərimanov r.,33000,2/18 ,145 ,3 
5202,Əhmədli m.,13500,3/5 ,80 ,3 
5203,Azadlıq Prospekti m.,11400,4/5 ,50 ,2 
5204,Yasamal q.,15000,7/12 ,70 ,2 
5205,Nəsimi r.,39000,6/13 ,150 ,3 
5206,Nəsimi r.,24000,11/14 ,150 ,3 
5207,20 Yanvar m.,19500,9/20 ,100 ,3 
5208,İnşaatçılar m.,35,4/19 ,65 ,2 
5209,Nəsimi r.,15000,3/5 ,70 ,3 
5210,İçəri Şəhər m.,36000,,150 ,3 
5211,20 Yanvar m.,19500,1/12 ,115 ,3 
5212,Şah İsmayıl Xətai m.,38400,15/18 ,78 ,2 
5213,28 May m.,45000,17/20 ,200 ,4 
5214,Nəsimi r.,24000,4/16 ,95 ,2 
5215,Sahil m.,30000,2/3 ,80 ,3 
5216,İnşaatçılar m.,24000,7/18 ,120 ,3 
5217,Yasamal q.,21000,16/17 ,120 ,3 
5218,İçəri Şəhər m.,30000,,50 ,2 
5219,Gənclik m.,7500,,21 ,
5220,Sahil m.,36000,6/6 ,90 ,4 
5221,Xətai r.,60000,,229 ,
5222,Elmlər Akademiyası m.,30000,2/16 ,130 ,3 
5223,Sahil m.,36000,2/5 ,60 ,3 
5224,Xətai r.,105000,,323 ,
5225,Səbail r.,30000,3/3 ,80 ,2 
5226,Elmlər Akademiyası m.,30000,2/9 ,195 ,3 
5227,Nəriman Nərimanov m.,24000,4/8 ,150 ,3 
5228,İçəri Şəhər m.,39000,3/6 ,65 ,2 
5229,Nəriman Nərimanov m.,24000,,120 ,4 
5230,Bakıxanov q.,18000,8/13 ,80 ,3 
5231,Şah İsmayıl Xətai m.,51000,8/32 ,200 ,3 
5232,İçəri Şəhər m.,33000,8/14 ,80 ,2 
5233,Səbail r.,240000,,1400 ,
5234,İçəri Şəhər m.,39000,2/5 ,85 ,3 
5235,Suraxanı r.,18000,8/13 ,90 ,3 
5236,Qara Qarayev m.,18000,13/17 ,75 ,3 
5237,28 May m.,27000,2/5 ,70 ,3 
5238,28 May m.,360000,,850 ,
5239,Səbail r.,13500,1/3 ,40 ,1 
5240,Xətai r.,24000,2/18 ,160 ,4 
5241,Nəriman Nərimanov m.,16500,12/18 ,91 ,2 
5242,İçəri Şəhər m.,36000,1/5 ,140 ,2 
5243,Nəriman Nərimanov m.,45000,2/17 ,132 ,2 
5244,Qara Qarayev m.,18000,13/17 ,73 ,3 
5245,Memar Əcəmi m.,13500,5/9 ,60 ,2 
5246,Nəriman Nərimanov m.,20970,18/18 ,120 ,3 
5247,28 May m.,48000,,130 ,
5248,28 May m.,210000,,445 ,
5249,Əhmədli m.,165000,,150 ,
5250,Memar Əcəmi m.,12000,1/5 ,55 ,2 
5251,Sahil m.,120000,8/18 ,245 ,4 
5252,Sahil m.,30000,5/5 ,70 ,2 
5253,Nəsimi r.,27000,15/27 ,101 ,3 
5254,Nəsimi r.,38700,6/16 ,130 ,3 
5255,Nərimanov r.,36000,10/16 ,140 ,3 
5256,Nəsimi r.,30000,7/17 ,140 ,3 
5257,Nəsimi r.,90000,,134 ,
5258,Şah İsmayıl Xətai m.,75000,,160 ,3 
5259,8 Noyabr m.,30000,5/17 ,105 ,3 
5260,İnşaatçılar m.,27000,6/17 ,105 ,3 
5261,Badamdar q.,19500,9/11 ,100 ,3 
5262,Sahil m.,27000,2/5 ,100 ,2 
5263,Şah İsmayıl Xətai m.,75000,19/20 ,150 ,3 
5264,Şah İsmayıl Xətai m.,225000,,600 ,0 
5265,İçəri Şəhər m.,18000,2/2 ,50 ,2 
5266,Abşeron r.,150,,250 ,
5267,Yasamal r.,24000,12/16 ,105 ,2 
5268,Nərimanov r.,18000,14/18 ,100 ,2 
5269,Nərimanov r.,24000,9/16 ,85 ,3 
5270,Nərimanov r.,16500,4/5 ,70 ,2 
5271,Memar Əcəmi m.,19500,7/18 ,120 ,3 
5272,Yasamal r.,60000,,120 ,
5273,Badamdar q.,159000,,800 ,3 
5274,Xalqlar Dostluğu m.,13500,5/16 ,67 ,2 
5275,Nəsimi r.,18000,8/9 ,55 ,2 
5276,Nəsimi r.,24000,17/21 ,110 ,3 
5277,Nəriman Nərimanov m.,42000,,50 ,
5278,8 Noyabr m.,18000,17/18 ,65 ,2 
5279,Əhmədli m.,180000,,300 ,
5280,Nərimanov r.,45000,2/18 ,130 ,2 
5281,İçəri Şəhər m.,20700,2/7 ,50 ,2 
5282,İçəri Şəhər m.,36000,,150 ,
5283,İçəri Şəhər m.,42000,7/17 ,120 ,3 
5284,Memar Əcəmi m.,15000,12/18 ,65 ,2 
5285,Buzovna q.,150,,110 ,
5286,28 May m.,36000,9/24 ,150 ,4 
5287,Hövsan q.,67500,,750 ,
5288,28 May m.,19500,4/16 ,105 ,3 
5289,Nəsimi r.,30000,11/27 ,100 ,3 
5290,Nizami r.,24000,11/18 ,140 ,3 
5291,Sahil m.,13500,1/3 ,60 ,1 
5292,Nərimanov r.,30000,,142 ,4 
5293,İçəri Şəhər m.,30000,8/14 ,100 ,2 
5294,Xalqlar Dostluğu m.,13500,15/16 ,60 ,2 
5295,Sabunçu q.,5400,,35 ,2 
5296,7-ci mikrorayon q.,18300,13/17 ,140 ,3 
5297,Yeni Günəşli q.,105000,,1500 ,
5298,Elmlər Akademiyası m.,10500,4/5 ,40 ,1 
5299,Şah İsmayıl Xətai m.,36000,17/20 ,80 ,2 
5300,Sahil m.,24000,8/10 ,72 ,2 
5301,Nəriman Nərimanov m.,19500,13/17 ,140 ,3 
5302,Nərimanov r.,19500,5/14 ,63 ,2 
5303,Səbail r.,76500,6/22 ,80 ,2 
5304,Nəriman Nərimanov m.,19500,11/16 ,80 ,2 
5305,Nəsimi r.,23400,4/4 ,100 ,3 
5306,Nəriman Nərimanov m.,36000,,100 ,
5307,Sahil m.,24000,4/5 ,70 ,3 
5308,Nərimanov r.,18000,2/5 ,60 ,3 
5309,Elmlər Akademiyası m.,225000,,445 ,
5310,Nəsimi r.,102000,4/16 ,177 ,3 
5311,Nizami r.,24000,,42 ,
5312,Nərimanov r.,16500,12/18 ,85 ,2 
5313,Nəsimi r.,22500,4/16 ,120 ,3 
5314,Badamdar q.,450,,1000 ,5 
5315,Nəsimi r.,22500,,55 ,2 
5316,Sahil m.,75000,,55 ,
5317,Xalqlar Dostluğu m.,450000,,2700 ,
5318,Nərimanov r.,19500,13/17 ,140 ,3 
5319,İçəri Şəhər m.,36000,,150 ,3 
5320,Şah İsmayıl Xətai m.,24000,,30 ,
5321,Yasamal r.,90000,,178 ,
5322,28 May m.,25500,9/16 ,80 ,3 
5323,Bakıxanov q.,18000,8/13 ,80 ,3 
5324,Nəsimi r.,12000,4/5 ,35 ,1 
5325,Nəsimi r.,15000,4/5 ,62 ,2 
5326,Nizami m.,54000,9/20 ,130 ,2 
5327,Nəsimi r.,27000,9/16 ,160 ,3 
5328,Əhmədli m.,360000,,130 ,
5329,Nəsimi r.,39000,17/19 ,196 ,3 
5330,28 May m.,45000,12/21 ,133 ,3 
5331,28 May m.,27000,5/7 ,90 ,3 
5332,Şah İsmayıl Xətai m.,21000,10/16 ,90 ,2 
5333,Yeni Yasamal q.,24000,,80 ,
5334,İçəri Şəhər m.,19500,3/3 ,70 ,3 
5335,Nəsimi r.,48000,14/18 ,165 ,3 
5336,Nəriman Nərimanov m.,24000,4/16 ,120 ,3 
5337,Şah İsmayıl Xətai m.,36000,17/19 ,120 ,3 
5338,Memar Əcəmi m.,75000,,180 ,
5339,Gənclik m.,12000,2/5 ,50 ,2 
5340,Nərimanov r.,28500,2/3 ,160 ,4 
5341,Nəsimi r.,42000,8/8 ,220 ,5 
5342,Səbail r.,36000,,150 ,2 
5343,Gənclik m.,12900,4/4 ,63 ,2 
5344,Nəsimi r.,24000,14/17 ,70 ,2 
5345,Nəsimi r.,21000,11/16 ,143 ,3 
5346,İnşaatçılar m.,21000,16/17 ,120 ,3 
5347,Memar Əcəmi m.,75000,,180 ,
5348,İçəri Şəhər m.,36000,,150 ,2 
5349,28 May m.,75000,,192 ,5 
5350,Nəriman Nərimanov m.,24000,7/16 ,85 ,2 
5351,Yasamal r.,19500,2/10 ,100 ,3 
5352,Şah İsmayıl Xətai m.,42000,4/16 ,160 ,3 
5353,28 May m.,7500,1/3 ,20 ,2 
5354,İçəri Şəhər m.,60000,,153 ,5 
5355,İçəri Şəhər m.,120000,,300 ,0 
5356,Nərimanov r.,105000,,700 ,8 
5357,Nəsimi r.,21000,6/16 ,60 ,2 
5358,İçəri Şəhər m.,30000,3/4 ,120 ,4 
5359,Memar Əcəmi m.,12000,4/5 ,50 ,2 
5360,Qaradağ r.,120000,,1000 ,
5361,28 May m.,24000,4/5 ,120 ,4 
5362,Biləcəri q.,510000,,4000 ,
5363,Şah İsmayıl Xətai m.,17400,3/16 ,35 ,1 
5364,Neftçilər m.,10500,,50 ,
5365,Əhmədli q.,12000,6/9 ,55 ,2 
5366,Həzi Aslanov q.,10500,2/9 ,60 ,2 
5367,Binəqədi r.,19500,13/17 ,140 ,3 
5368,Əhmədli m.,13500,3/5 ,80 ,3 
5369,Nəsimi r.,39000,7/19 ,135 ,3 
5370,Səbail r.,18000,3/5 ,74.8 ,2 
5371,Nizami m.,10500,,16 ,1 
5372,28 May m.,20,3/3 ,45 ,1 
5373,Qəbələ,179,,200 ,4 
5374,Həzi Aslanov m.,39000,,40 ,
5375,Memar Əcəmi m.,9900,5/5 ,33 ,1 
5376,Şah İsmayıl Xətai m.,30000,15/17 ,120 ,3 
5377,Şah İsmayıl Xətai m.,36000,12/21 ,120 ,2 
5378,Nərimanov r.,42000,,50 ,
5379,Sahil m.,100,3/3 ,240 ,3 
5380,Elmlər Akademiyası m.,54000,11/18 ,200 ,3 
5381,Şah İsmayıl Xətai m.,36000,9/20 ,150 ,4 
5382,Şah İsmayıl Xətai m.,39000,8/21 ,90 ,2 
5383,Qəbələ,50,,110 ,3 
5384,Badamdar q.,150000,,336.7 ,9 
5385,Yasamal r.,21000,15/18 ,130 ,3 
5386,Xırdalan,180000,,700 ,
5387,Gənclik m.,7500,,38 ,1 
5388,Şirvan,8400,,33 ,
5389,İnşaatçılar m.,25500,4/18 ,140 ,4 
5390,Nəriman Nərimanov m.,21000,16/20 ,150 ,4 
5391,Elmlər Akademiyası m.,21000,17/18 ,130 ,3 
5392,Şah İsmayıl Xətai m.,19500,16/17 ,95 ,2 
5393,Sabunçu q.,18900,,210 ,7 
5394,Bakıxanov q.,7500,8/9 ,40 ,1 
5395,Bayıl q.,36000,5/5 ,60 ,3 
5396,Nəriman Nərimanov m.,36000,,95 ,2 
5397,Buzovna q.,10500,,200 ,
5398,Sahil m.,45000,,110 ,3 
5399,Nəsimi r.,24000,10/18 ,170 ,3 
5400,Həzi Aslanov m.,60000,,550 ,5 
5401,Yeni Günəşli q.,21000,,72 ,
5402,Nəriman Nərimanov m.,27000,8/16 ,80 ,2 
5403,Nəsimi r.,19500,6/12 ,80 ,2 
5404,Nəriman Nərimanov m.,15000,4/5 ,50 ,2 
5405,Sahil m.,51000,2/4 ,130 ,4 
5406,Binəqədi q.,15000,12/19 ,85 ,2 
5407,Şah İsmayıl Xətai m.,81000,,180 ,4 
5408,Nəsimi r.,37500,15/20 ,160 ,3 
5409,8-ci kilometr q.,135000,,960 ,
5410,Yeni Yasamal q.,15000,8/20 ,83 ,3 
5411,Şah İsmayıl Xətai m.,30000,6/16 ,150 ,3 
5412,28 May m.,22500,4/16 ,102 ,3 
5413,Nərimanov r.,35400,,100 ,
5414,28 May m.,22500,4/16 ,105 ,3 
5415,Şah İsmayıl Xətai m.,36000,12/21 ,115 ,2 
5416,Nərimanov r.,20130,2/5 ,100 ,3 
5417,Nəsimi r.,30000,10/18 ,114 ,2 
5418,Sahil m.,37500,,115 ,3 
5419,Yasamal r.,14100,1/4 ,60 ,2 
5420,Sahil m.,60000,6/30 ,140 ,3 
5421,Yasamal r.,28500,,35 ,1 
5422,Qaradağ r.,510000,,20000.0,
5423,Elmlər Akademiyası m.,16500,2/5 ,90 ,3 
5424,Yeni Yasamal q.,24000,,80 ,
5425,M.Ə.Rəsulzadə q.,15000,12/16 ,85 ,2 
5426,Gənclik m.,240000,,800 ,1 
5427,Nizami m.,51000,11/15 ,136 ,3 
5428,Yeni Yasamal q.,3600,6/12 ,100 ,4 
5429,İnşaatçılar m.,60000,,140 ,
5430,Şah İsmayıl Xətai m.,44970,15/18 ,190 ,4 
5431,8-ci mikrorayon q.,18000,,50 ,
5432,Nəsimi r.,45000,,54 ,
5433,Şah İsmayıl Xətai m.,24000,12/16 ,57 ,2 
5434,Əhmədli m.,90000,,200 ,
5435,Badamdar q.,19500,9/12 ,100 ,3 
5436,Şah İsmayıl Xətai m.,75000,19/20 ,150 ,3 
5437,Bakıxanov q.,60000,,500 ,
5438,Nəsimi r.,30000,12/14 ,70 ,3 
5439,Gənclik m.,60000,,170 ,
5440,İçəri Şəhər m.,16500,7/8 ,55 ,2 
5441,Elmlər Akademiyası m.,12900,,30 ,
5442,Nəriman Nərimanov m.,90000,,220 ,
5443,Nəsimi r.,22500,4/16 ,102 ,3 
5444,Memar Əcəmi m.,39000,,170 ,4 
5445,Nəsimi r.,25500,10/16 ,176 ,3 
5446,Köhnə Günəşli q.,8400,,20 ,
5447,Yeni Yasamal q.,18000,2/10 ,120 ,3 
5448,Nizami m.,51000,11/15 ,136 ,3 
5449,Yeni Yasamal q.,18000,2/10 ,96 ,3 
5450,8 Noyabr m.,24000,12/17 ,145 ,3 
5451,Yasamal r.,27000,11/14 ,171 ,3 
5452,Memar Əcəmi m.,12000,1/5 ,40 ,2 
5453,Elmlər Akademiyası m.,54000,14/17 ,242 ,5 
5454,28 May m.,27000,,45 ,2 
5455,Gənclik m.,30000,5/16 ,140 ,3 
5456,Nəsimi r.,33000,5/18 ,100 ,2 
5457,Binəqədi r.,15000,3/15 ,85 ,2 
5458,Nizami m.,10500,,35 ,
5459,28 May m.,30000,8/16 ,105 ,2 
5460,28 May m.,37500,6/17 ,150 ,3 
5461,Nərimanov r.,24000,4/8 ,130 ,3 
5462,İnşaatçılar m.,22500,6/16 ,80 ,2 
5463,Nizami m.,21000,9/19 ,86 ,3 
5464,Əhmədli m.,450000,,700 ,
5465,Nəsimi r.,120000,7/33 ,175 ,4 
5466,Xətai r.,48000,5/6 ,105 ,3 
5467,Nizami m.,19500,10/12 ,80 ,2 
5468,Nərimanov r.,30000,4/16 ,171 ,4 
5469,Səbail r.,16500,2/5 ,50 ,2 
5470,Qəbələ,150,,120 ,3 
5471,8-ci kilometr q.,13500,7/18 ,70 ,2 
5472,Nəsimi r.,78000,,130 ,3 
5473,Mərdəkan q.,200,,300 ,
5474,Nərimanov r.,36000,,95 ,
5475,Nərimanov r.,19500,13/17 ,135 ,3 
5476,Gənclik m.,36000,14/17 ,142 ,3 
5477,Nəsimi r.,90000,,120 ,
5478,Nərimanov r.,19500,5/7 ,140 ,3 
5479,20 Yanvar m.,15000,9/19 ,60 ,2 
5480,Nəsimi r.,21000,7/15 ,60 ,2 
5481,Quba,40,,145 ,4 
5482,Yasamal r.,45000,14/17 ,160 ,3 
5483,Nəsimi r.,16500,1/3 ,90 ,3 
5484,Elmlər Akademiyası m.,21000,7/16 ,110 ,2 
5485,Şah İsmayıl Xətai m.,42000,4/16 ,160 ,3 
5486,Şah İsmayıl Xətai m.,13500,4/5 ,60 ,2 
5487,Yasamal r.,21000,5/10 ,95 ,2 
5488,Şah İsmayıl Xətai m.,39000,8/20 ,135 ,3 
5489,Nizami r.,21000,3/5 ,65 ,3 
5490,Xətai r.,36000,10/20 ,70 ,2 
5491,Nəsimi r.,36000,8/18 ,185 ,4 
5492,Nizami m.,19500,8/17 ,85 ,2 
5493,Şah İsmayıl Xətai m.,33000,6/17 ,110 ,2 
5494,Nərimanov r.,21000,16/20 ,140 ,3 
5495,Nərimanov r.,24000,7/16 ,85 ,2 
5496,Yasamal r.,21000,2/10 ,90 ,2 
5497,Səbail r.,4050,2/4 ,220 ,7 
5498,20 Yanvar m.,19500,8/20 ,85 ,3 
5499,Nəsimi r.,105000,7/30 ,185 ,3 
5500,Nərimanov r.,21000,16/20 ,140 ,3 
5501,Gənclik m.,45000,5/10 ,240 ,4 
5502,Nərimanov r.,13500,3/9 ,35 ,1 
5503,Sahil m.,15000,4/7 ,65 ,2 
5504,Yasamal r.,10500,3/5 ,36 ,1 
5505,Yasamal r.,36000,14/20 ,156 ,3 
5506,Nərimanov r.,9900,,65 ,2 
5507,Neftçilər m.,6900,,72 ,
5508,Elmlər Akademiyası m.,60000,10/11 ,260 ,5 
5509,İçəri Şəhər m.,80,6/16 ,75 ,2 
5510,Qara Qarayev m.,15000,5/16 ,55 ,2 
5511,Nəsimi r.,12000,4/4 ,40 ,2 
5512,Nərimanov r.,24000,7/16 ,90 ,2 
5513,Şah İsmayıl Xətai m.,30000,3/14 ,117 ,3 
5514,Zaqatala,30000,,140 ,
5515,Nizami m.,28500,,135 ,3 
5516,Nəriman Nərimanov m.,45000,,107 ,
5517,28 May m.,30000,14/15 ,250 ,4 
5518,Yeni Yasamal q.,18000,2/16 ,110 ,3 
5519,Nizami m.,18000,8/16 ,60 ,2 
5520,Nərimanov r.,13500,1/5 ,52 ,2 
5521,Nəsimi r.,45000,,145 ,
5522,Nizami r.,15000,5/16 ,50 ,2 
5523,Sahil m.,27000,2/5 ,70 ,3 
5524,Şah İsmayıl Xətai m.,45000,12/23 ,200 ,3 
5525,Nəriman Nərimanov m.,75000,,150 ,5 
5526,Yasamal r.,24000,12/27 ,65 ,2 
5527,Yasamal r.,10500,,31 ,1 
5528,Bakıxanov q.,7500,,50 ,2 
5529,İnşaatçılar m.,19500,2/10 ,96 ,3 
5530,Nəsimi r.,30000,9/18 ,100 ,2 
5531,Elmlər Akademiyası m.,21000,15/16 ,90 ,3 
5532,İnşaatçılar m.,28500,,30 ,
5533,Yasamal r.,27000,8/19 ,150 ,4 
5534,İçəri Şəhər m.,36000,9/14 ,80 ,2 
5535,Xətai r.,12600,6/10 ,110 ,3 
5536,Maştağa q.,105000,,1200 ,
5537,Elmlər Akademiyası m.,60000,,81 ,
5538,Yasamal r.,30000,,40 ,1 
5539,20 Yanvar m.,16500,12/18 ,65 ,2 
5540,Xətai r.,24000,3/7 ,94 ,2 
5541,20 Yanvar m.,19500,12/18 ,100 ,3 
5542,Elmlər Akademiyası m.,21000,12/16 ,100 ,3 
5543,Xırdalan,13500,5/10 ,80 ,2 
5544,Elmlər Akademiyası m.,87000,,128 ,
5545,Qara Qarayev m.,18000,10/18 ,105 ,3 
5546,Xətai r.,75000,13/18 ,200 ,4 
5547,Nərimanov r.,45000,,135 ,3 
5548,İçəri Şəhər m.,21000,4/5 ,90 ,2 
5549,İnşaatçılar m.,39000,6/9 ,250 ,4 
5550,Bayıl q.,19500,2/5 ,52 ,2 
5551,Nizami r.,15000,4/12 ,75 ,3 
5552,Şah İsmayıl Xətai m.,27000,3/15 ,200 ,4 
5553,Sahil m.,51000,4/4 ,120 ,3 
5554,İnşaatçılar m.,19500,3/10 ,100 ,3 
5555,Nəriman Nərimanov m.,18900,6/19 ,60 ,2 
5556,Nəsimi r.,15900,19/19 ,70 ,2 
5557,Elmlər Akademiyası m.,21000,9/17 ,68 ,2 
5558,Nəsimi r.,30000,9/18 ,100 ,2 
5559,Yasamal r.,18000,15/17 ,120 ,3 
5560,Elmlər Akademiyası m.,60000,,140 ,5 
5561,İnşaatçılar m.,18000,19/21 ,134 ,4 
5562,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5563,Nəsimi r.,28500,,30 ,1 
5564,28 May m.,39000,4/16 ,130 ,3 
5565,Nəsimi r.,60000,,190 ,
5566,Yeni Yasamal q.,19500,2/10 ,96 ,3 
5567,Yasamal r.,28500,,30 ,1 
5568,Nizami r.,18000,17/18 ,150 ,3 
5569,Memar Əcəmi m.,19500,4/12 ,110 ,3 
5570,İçəri Şəhər m.,45000,2/6 ,140 ,3 
5571,Nəsimi r.,30000,19/20 ,100 ,2 
5572,Mərdəkan q.,180,,235 ,
5573,Qara Qarayev m.,10500,,56 ,
5574,İçəri Şəhər m.,28500,2/8 ,100 ,3 
5575,Şah İsmayıl Xətai m.,27000,6/17 ,100 ,2 
5576,Qara Qarayev m.,10500,,54 ,1 
5577,Qəbələ,80,,120 ,4 
5578,Gənclik m.,24000,7/20 ,140 ,3 
5579,Nəsimi r.,23970,14/17 ,160 ,3 
5580,Şah İsmayıl Xətai m.,27000,2/16 ,154 ,3 
5581,28 May m.,4500,2/3 ,160 ,5 
5582,Qara Qarayev m.,30000,,250 ,4 
5583,Şah İsmayıl Xətai m.,25500,4/16 ,130 ,3 
5584,8 Noyabr m.,15000,19/19 ,60 ,2 
5585,Sahil m.,60000,,176 ,5 
5586,Nəriman Nərimanov m.,24000,6/17 ,90 ,2 
5587,9-cu mikrorayon q.,13500,7/9 ,55.2 ,2 
5588,Nizami m.,51000,,150 ,
5589,İçəri Şəhər m.,114000,,200 ,5 
5590,Şah İsmayıl Xətai m.,84000,1/20 ,140 ,3 
5591,28 May m.,27000,5/19 ,170 ,4 
5592,Xətai r.,27000,14/19 ,135 ,3 
5593,Elmlər Akademiyası m.,30000,18/19 ,150 ,3 
5594,Yeni Yasamal q.,4500,8/21 ,150 ,3 
5595,İnşaatçılar m.,18000,9/17 ,180 ,4 
5596,Azadlıq Prospekti m.,15000,5/9 ,70 ,3 
5597,Gənclik m.,24000,,30 ,
5598,Nəsimi r.,30000,14/18 ,140 ,3 
5599,Nərimanov r.,255000,,700 ,9 
5600,Gənclik m.,60000,,200 ,
5601,Səbail r.,25500,14/18 ,100 ,2 
5602,Sabunçu r.,180000,,560 ,
5603,8-ci mikrorayon q.,13500,7/17 ,80 ,2 
5604,Memar Əcəmi m.,75000,,180 ,
5605,İnşaatçılar m.,21000,16/17 ,120 ,3 
5606,Neftçilər m.,12000,3/5 ,55 ,2 
5607,Yasamal r.,15000,,25 ,1 
5608,Nəsimi r.,39000,4/16 ,130 ,3 
5609,Nəriman Nərimanov m.,24000,7/16 ,85 ,2 
5610,Şah İsmayıl Xətai m.,3300,7/16 ,65 ,2 
5611,Nəsimi r.,48000,2/16 ,185 ,4 
5612,Gənclik m.,19500,2/10 ,120 ,3 
5613,Nizami m.,39000,10/16 ,135 ,3 
5614,Nizami m.,54000,,160 ,5 
5615,Nərimanov r.,24000,7/16 ,85 ,2 
5616,Yasamal r.,30000,7/16 ,125 ,3 
5617,Memar Əcəmi m.,19500,4/19 ,110 ,3 
5618,Memar Əcəmi m.,16500,2/16 ,100 ,3 
5619,Səbail r.,27000,15/16 ,116 ,3 
5620,İnşaatçılar m.,19500,7/18 ,100 ,3 
5621,Azadlıq Prospekti m.,7500,,22 ,
