,Locations,Prices,Floor,Area,Rooms,Rent
35538,Elmlər Akademiyası m.,260000,14/15 ,154.0,3.0,0.0
35539,Yeni Yasamal q.,76000,9/16 ,57.0,2.0,0.0
35540,Şüvəlan q.,85000,,10.0,,0.0
35541,Xırdalan,120000,,180.0,5.0,0.0
35542,Səbail r.,149000,3/5 ,104.0,3.0,0.0
35543,Xırdalan,85000,10/11 ,70.0,2.0,0.0
35544,Neftçilər m.,76000,5/5 ,50.0,2.0,0.0
35545,Şüvəlan q.,105000,,8.0,,0.0
35546,Nərimanov r.,151000,7/16 ,108.0,3.0,0.0
35547,Qara Qarayev m.,125000,13/17 ,68.0,2.0,0.0
35548,Yeni Yasamal q.,105000,18/19 ,80.0,2.0,0.0
35549,Xırdalan,70000,3/4 ,74.5,3.0,0.0
35550,Nizami m.,182400,5/10 ,114.0,3.0,0.0
35551,Buzovna q.,126000,,100.0,,0.0
35552,Mərdəkan q.,750000,,500.0,,0.0
35553,Xırdalan,85000,10/11 ,70.0,3.0,0.0
35554,Nəsimi r.,376000,8/19 ,158.0,3.0,0.0
35555,İnşaatçılar m.,2100000,,600.0,,0.0
35556,Nərimanov r.,340000,10/17 ,170.0,4.0,0.0
35557,Mehdiabad q.,45000,,104.0,5.0,0.0
35558,Abşeron r.,60000,7/11 ,82.4,2.0,0.0
35559,Binəqədi q.,35000,,200.0,4.0,0.0
35560,Nərimanov r.,199000,2/16 ,180.9,4.0,0.0
35561,Mərdəkan q.,210000,,180.0,,0.0
35562,İçəri Şəhər m.,120000,1/5 ,52.0,2.0,0.0
35563,Mərdəkan q.,260000,,180.0,,0.0
35564,Şah İsmayıl Xətai m.,190000,17/20 ,209.0,4.0,0.0
35565,Badamdar q.,1100000,,12.5,,0.0
35566,Ramana q.,35000,,70.0,3.0,0.0
35567,Xırdalan,87000,11/12 ,87.0,3.0,0.0
35568,Xırdalan,87000,11/12 ,87.0,3.0,0.0
35569,Mərdəkan q.,260000,,150.0,,0.0
35570,Qara Qarayev m.,127000,11/17 ,68.0,2.0,0.0
35571,Mərdəkan q.,850000,,320.0,,0.0
35572,Xətai r.,83000,3/9 ,48.0,2.0,0.0
35573,Xırdalan,65000,4/9 ,57.0,2.0,0.0
35574,Masazır q.,90000,5/6 ,114.0,4.0,0.0
35575,Mərdəkan q.,100000,,100.0,,0.0
35576,28 May m.,760000,15/15 ,410.0,5.0,0.0
35577,Mərdəkan q.,170000,,200.0,,0.0
35578,Yasamal r.,90000,3/5 ,45.0,2.0,0.0
35579,Buzovna q.,165000,,250.0,4.0,0.0
35580,Nəsimi r.,535000,8/23 ,224.6,4.0,0.0
35581,Şüvəlan q.,175000,,160.0,,0.0
35582,İçəri Şəhər m.,285000,12/12 ,104.0,2.0,0.0
35583,28 May m.,379000,10/20 ,160.0,3.0,0.0
35584,Xırdalan,55000,4/6 ,50.0,2.0,0.0
35585,Masazır q.,210000,,450.0,5.0,0.0
35586,Mərdəkan q.,60000,,6.0,,0.0
35587,Mərdəkan q.,180000,,160.0,,0.0
35588,Sahil m.,550000,5/7 ,167.0,5.0,0.0
35589,Şah İsmayıl Xətai m.,335000,9/17 ,181.0,4.0,0.0
35590,Xəzər r.,320000,,180.0,,0.0
35591,Bayıl q.,230000,4/5 ,145.0,4.0,0.0
35592,Nəsimi r.,81000,2/8 ,50.0,2.0,0.0
35593,Yasamal r.,575000,12/23 ,210.0,4.0,0.0
35594,Şah İsmayıl Xətai m.,69000,8/9 ,60.0,2.0,0.0
35595,Nizami m.,250000,11/16 ,135.0,3.0,0.0
35596,Bilgəh q.,1200000,,1000.0,,0.0
35597,Nəsimi r.,1500000,4/11 ,305.0,5.0,0.0
35598,Sahil m.,185000,3/5 ,50.0,2.0,0.0
35599,Nəsimi r.,250000,4/16 ,138.0,3.0,0.0
35600,Yeni Yasamal q.,135000,12/13 ,100.0,3.0,0.0
35601,Elmlər Akademiyası m.,590000,8/17 ,168.0,3.0,0.0
35602,Xalqlar Dostluğu m.,98000,16/17 ,60.0,2.0,0.0
35603,9-cu mikrorayon q.,200000,11/12 ,120.0,3.0,0.0
35604,Mərdəkan q.,122000,,12.0,,0.0
35605,İçəri Şəhər m.,130000,4/5 ,54.0,2.0,0.0
35606,Şah İsmayıl Xətai m.,120000,11/20 ,75.0,1.0,0.0
35607,Gənclik m.,206000,7/9 ,130.0,4.0,0.0
35608,Şah İsmayıl Xətai m.,367000,9/16 ,151.0,3.0,0.0
35609,Xalqlar Dostluğu m.,115000,4/17 ,76.0,2.0,0.0
35610,Mərdəkan q.,325000,,600.0,7.0,0.0
35611,İçəri Şəhər m.,125000,3/5 ,53.0,2.0,0.0
35612,Elmlər Akademiyası m.,63000,5/5 ,45.0,2.0,0.0
35613,Şah İsmayıl Xətai m.,172000,2/17 ,118.0,3.0,0.0
35614,Yasamal r.,85000,1/5 ,50.0,2.0,0.0
35615,Masazır q.,140000,,300.0,6.0,0.0
35616,Nərimanov r.,130000,5/5 ,80.0,3.0,0.0
35617,Nəsimi r.,169500,7/16 ,97.6,2.0,0.0
35618,Badamdar q.,650000,,140.0,5.0,0.0
35619,Şah İsmayıl Xətai m.,410000,15/21 ,170.0,4.0,0.0
35620,Mərdəkan q.,62000,,6.0,,0.0
35621,Xətai r.,625000,,270.0,,0.0
35622,Mərdəkan q.,169000,,260.0,,0.0
35623,8-ci mikrorayon q.,180000,15/16 ,120.0,3.0,0.0
35624,Mərdəkan q.,148000,,160.0,,0.0
35625,Nərimanov r.,122000,3/5 ,80.0,3.0,0.0
35626,Bakıxanov q.,121000,8/9 ,70.0,3.0,0.0
35627,7-ci mikrorayon q.,253000,6/18 ,162.0,4.0,0.0
35628,Yeni Yasamal q.,119000,6/9 ,100.0,4.0,0.0
35629,Qara Qarayev m.,105000,10/18 ,64.0,2.0,0.0
35630,Xətai r.,245000,5/8 ,139.0,3.0,0.0
35631,9-cu mikrorayon q.,199000,5/17 ,130.0,3.0,0.0
35632,Nəsimi r.,385000,15/17 ,200.0,4.0,0.0
35633,Nəriman Nərimanov m.,145000,7/10 ,110.0,3.0,0.0
35634,Qəbələ,270000,,750.0,8.0,0.0
35635,Bilgəh q.,21600,,6.0,,0.0
35636,Mərdəkan q.,175000,,160.0,,0.0
35637,Xırdalan,49000,5/13 ,55.0,2.0,0.0
35638,Əhmədli m.,118000,13/17 ,110.0,3.0,0.0
35639,20 Yanvar m.,133000,12/21 ,148.0,4.0,0.0
35640,20 Yanvar m.,133000,12/21 ,148.0,4.0,0.0
35641,Həzi Aslanov m.,148000,7/17 ,97.0,3.0,0.0
35642,Nəsimi r.,143000,9/18 ,69.0,2.0,0.0
35643,Nərimanov r.,180000,5/17 ,115.0,3.0,0.0
35644,Şağan q.,170000,,220.0,,0.0
35645,Yeni Yasamal q.,65000,7/9 ,40.0,2.0,0.0
35646,Nəsimi r.,125000,2/6 ,70.0,2.0,0.0
35647,Yasamal r.,126000,8/12 ,92.0,3.0,0.0
35648,Mərdəkan q.,390000,,21.0,,0.0
35649,Yeni Yasamal q.,92000,15/17 ,55.0,2.0,0.0
35650,Nəriman Nərimanov m.,255000,16/23 ,135.0,4.0,0.0
35651,Həzi Aslanov m.,135000,17/19 ,87.0,2.0,0.0
35652,Novxanı q.,175000,,17.0,,0.0
35653,Mərdəkan q.,350000,,260.0,,0.0
35654,Şağan q.,230000,,250.0,,0.0
35655,Binə q.,22000,,81.0,4.0,0.0
35656,Nəsimi r.,780000,2/15 ,327.0,7.0,0.0
35657,Azadlıq Prospekti m.,175000,8/9 ,100.0,3.0,0.0
35658,Sumqayıt,56500,11/16 ,56.0,2.0,0.0
35659,Xırdalan,86000,12/14 ,87.0,2.0,0.0
35660,Pirşağı q.,25000,,12.0,,0.0
35661,NZS q.,72000,,130.0,4.0,0.0
35662,Əhmədli m.,175000,13/13 ,130.0,3.0,0.0
35663,Mərdəkan q.,290000,,200.0,,0.0
35664,Elmlər Akademiyası m.,207000,7/9 ,120.0,4.0,0.0
35665,Nizami r.,117000,4/19 ,76.0,2.0,0.0
35666,Azadlıq Prospekti m.,112000,9/17 ,65.0,2.0,0.0
35667,Bakıxanov q.,147000,9/14 ,100.0,3.0,0.0
35668,3-cü mikrorayon q.,450000,,300.0,,0.0
35669,Yasamal r.,285000,7/17 ,165.0,4.0,0.0
35670,8-ci mikrorayon q.,122000,6/9 ,85.0,3.0,0.0
35671,Nəsimi r.,160000,11/17 ,65.0,2.0,0.0
35672,Memar Əcəmi m.,232000,12/16 ,128.0,4.0,0.0
35673,Bilgəh q.,168000,,21.0,,0.0
35674,Həzi Aslanov q.,69000,8/9 ,60.0,2.0,0.0
35675,Qara Qarayev m.,127000,17/17 ,130.0,3.0,0.0
35676,Sumqayıt,76000,,200.0,5.0,0.0
35677,Həzi Aslanov m.,155000,,130.0,4.0,0.0
35678,Mərdəkan q.,250000,,200.0,6.0,0.0
35679,Yasamal r.,148900,5/12 ,103.0,3.0,0.0
35680,Mərdəkan q.,850000,,500.0,,0.0
35681,Elmlər Akademiyası m.,330000,11/19 ,141.0,3.0,0.0
35682,Mərdəkan q.,295000,,198.0,,0.0
35683,Şüvəlan q.,33000,,6.0,,0.0
35684,Nəsimi r.,209000,8/16 ,100.0,3.0,0.0
35685,Yeni Yasamal q.,177000,8/21 ,120.0,3.0,0.0
35686,8-ci kilometr q.,100000,10/19 ,66.0,3.0,0.0
35687,Yasamal q.,85000,3/5 ,42.0,2.0,0.0
35688,8-ci mikrorayon q.,144000,2/12 ,100.0,3.0,0.0
35689,Elmlər Akademiyası m.,300000,4/16 ,130.0,3.0,0.0
35690,Nərimanov r.,116000,8/14 ,55.0,2.0,0.0
35691,Mərdəkan q.,850000,,320.0,,0.0
35692,Buzovna q.,780000,,650.0,,0.0
35693,Nəsimi r.,143000,9/16 ,70.0,2.0,0.0
35694,Yasamal r.,75000,1/4 ,50.0,2.0,0.0
35695,Nəriman Nərimanov m.,180000,15/16 ,125.0,3.0,0.0
35696,Binəqədi r.,121000,6/9 ,70.0,3.0,0.0
35697,20 Yanvar m.,125000,9/9 ,100.0,5.0,0.0
35698,Memar Əcəmi m.,86000,3/5 ,60.0,2.0,0.0
35699,Badamdar q.,109000,8/17 ,77.0,2.0,0.0
35700,Mərdəkan q.,275000,,37.0,,0.0
35701,Memar Əcəmi m.,75000,4/5 ,60.0,2.0,0.0
35702,İnşaatçılar m.,214000,12/18 ,153.0,4.0,0.0
35703,Yeni Yasamal q.,140000,2/16 ,120.0,3.0,0.0
35704,Yasamal r.,1190000,15/22 ,310.0,5.0,0.0
35705,Qara Qarayev m.,125000,13/18 ,63.0,2.0,0.0
35706,Qara Qarayev m.,63000,4/4 ,35.0,1.0,0.0
35707,Qara Qarayev m.,75000,10/12 ,51.0,1.0,0.0
35708,Nəriman Nərimanov m.,325000,17/18 ,215.0,4.0,0.0
35709,Neftçilər m.,154000,14/17 ,86.0,3.0,0.0
35710,Maştağa q.,37500,,100.0,2.0,0.0
35711,Nəsimi r.,348000,14/17 ,236.0,4.0,0.0
35712,Buzovna q.,310000,,220.0,,0.0
35713,Nəsimi r.,490000,14/20 ,192.0,4.0,0.0
35714,Novxanı q.,2000,,12.0,,0.0
35715,Nəsimi r.,315000,16/18 ,142.0,4.0,0.0
35716,Nəsimi r.,305000,10/20 ,193.0,4.0,0.0
35717,Elmlər Akademiyası m.,965000,,205.0,,0.0
35718,Nəsimi r.,250000,3/20 ,145.0,4.0,0.0
35719,İnşaatçılar m.,178000,13/18 ,115.0,3.0,0.0
35720,Nərimanov r.,165000,5/9 ,110.0,4.0,0.0
35721,Şah İsmayıl Xətai m.,358000,22/25 ,227.0,5.0,0.0
35722,Xətai r.,289000,7/17 ,180.0,4.0,0.0
35723,Nəriman Nərimanov m.,120000,14/17 ,71.8,2.0,0.0
35724,Xutor q.,62000,16/16 ,110.0,2.0,0.0
35725,Elmlər Akademiyası m.,315000,6/18 ,120.0,3.0,0.0
35726,Nəsimi r.,235000,16/18 ,111.0,3.0,0.0
35727,Bayıl q.,90000,2/17 ,71.2,2.0,0.0
35728,9-cu mikrorayon q.,65000,7/9 ,45.0,1.0,0.0
35729,28 May m.,425000,15/19 ,170.0,3.0,0.0
35730,Elmlər Akademiyası m.,160000,9/17 ,65.0,2.0,0.0
35731,Memar Əcəmi m.,270000,3/15 ,165.0,4.0,0.0
35732,Memar Əcəmi m.,93000,2/9 ,60.0,3.0,0.0
35733,Yasamal r.,120000,15/19 ,62.0,2.0,0.0
35734,Sumqayıt,215000,,160.0,8.0,0.0
35735,Nizami m.,130000,4/5 ,70.0,2.0,0.0
35736,Nizami m.,135000,5/14 ,54.0,2.0,0.0
35737,Xırdalan,56000,4/7 ,56.0,2.0,0.0
35738,Xətai r.,98000,5/20 ,55.0,2.0,0.0
35739,Həzi Aslanov m.,73000,4/5 ,60.0,2.0,0.0
35740,Bülbülə q.,75000,,110.0,4.0,0.0
35741,Mərdəkan q.,135000,,12.0,,0.0
35742,8 Noyabr m.,110000,17/27 ,65.0,1.0,0.0
35743,Mərdəkan q.,380000,,210.0,,0.0
35744,Yeni Yasamal q.,164000,15/17 ,145.0,3.0,0.0
35745,Elmlər Akademiyası m.,65000,5/5 ,35.0,1.0,0.0
35746,Əhmədli m.,102000,3/17 ,72.0,2.0,0.0
35747,Mərdəkan q.,400000,,250.0,,0.0
35748,Mərdəkan q.,700000,,440.0,,0.0
35749,Elmlər Akademiyası m.,3500000,,1500.0,,0.0
35750,8-ci mikrorayon q.,160000,15/17 ,90.0,2.0,0.0
35751,Nərimanov r.,98000,4/5 ,76.0,3.0,0.0
35752,Maştağa q.,34000,,120.0,3.0,0.0
35753,Yasamal r.,75000,3/5 ,33.0,1.0,0.0
35754,İnşaatçılar m.,30000,4/5 ,40.0,2.0,0.0
35755,Biləcəri q.,60000,2/2 ,60.0,3.0,0.0
35756,Mərdəkan q.,700000,,500.0,,0.0
35757,Mərdəkan q.,300000,,250.0,,0.0
35758,Xalqlar Dostluğu m.,38000,,120.0,,0.0
35759,Mərdəkan q.,750000,,500.0,,0.0
35760,Nəsimi r.,165000,13/16 ,88.0,2.0,0.0
35761,İnşaatçılar m.,153000,15/17 ,90.0,3.0,0.0
35762,Quba,1600000,,647.0,,0.0
35763,Mərdəkan q.,210000,,180.0,,0.0
35764,Mərdəkan q.,750000,,500.0,,0.0
35765,Mərdəkan q.,299000,,200.0,,0.0
35766,Nəriman Nərimanov m.,163000,9/12 ,95.0,2.0,0.0
35767,Mərdəkan q.,340000,,200.0,,0.0
35768,Mərdəkan q.,160000,,150.0,,0.0
35769,Memar Əcəmi m.,78000,3/5 ,45.0,2.0,0.0
35770,Şüvəlan q.,275000,,200.0,,0.0
35771,Mərdəkan q.,168000,,12.0,,0.0
35772,Mərdəkan q.,220000,,178.0,,0.0
35773,20 Yanvar m.,168000,5/17 ,95.0,2.0,0.0
35774,Nəsimi r.,170000,4/9 ,90.0,3.0,0.0
35775,9-cu mikrorayon q.,140000,2/9 ,79.9,4.0,0.0
35776,Mərdəkan q.,250000,,175.0,,0.0
35777,Əmircan q.,29500,,2.0,,0.0
35778,9-cu mikrorayon q.,119900,14/20 ,90.0,3.0,0.0
35779,Nəsimi r.,350000,5/17 ,207.0,4.0,0.0
35780,Xalqlar Dostluğu m.,115000,4/18 ,78.0,2.0,0.0
35781,Mərdəkan q.,190000,,160.0,,0.0
35782,Elmlər Akademiyası m.,145000,4/10 ,65.0,2.0,0.0
35783,8-ci mikrorayon q.,500000,12/13 ,380.0,5.0,0.0
35784,Mərdəkan q.,470000,,220.0,,0.0
35785,8 Noyabr m.,2000000,,1000.0,,0.0
35786,NZS q.,60000,,100.0,5.0,0.0
35787,8 Noyabr m.,145000,5/16 ,65.0,2.0,0.0
35788,Həzi Aslanov m.,115500,13/17 ,119.5,3.0,0.0
35789,Şah İsmayıl Xətai m.,140000,7/16 ,70.0,2.0,0.0
35790,Bakıxanov q.,175000,,64.0,,0.0
35791,20 Yanvar m.,145000,2/18 ,95.0,3.0,0.0
35792,Mərdəkan q.,150000,,130.0,,0.0
35793,Nəriman Nərimanov m.,155000,14/16 ,81.0,2.0,0.0
35794,Yeni Yasamal q.,127000,11/17 ,106.0,3.0,0.0
35795,Elmlər Akademiyası m.,123000,4/5 ,60.0,2.0,0.0
35796,Mərdəkan q.,750000,,500.0,,0.0
35797,Elmlər Akademiyası m.,265000,11/17 ,120.0,3.0,0.0
35798,Gənclik m.,224000,7/17 ,143.0,4.0,0.0
35799,Elmlər Akademiyası m.,115000,9/17 ,86.0,2.0,0.0
35800,Xalqlar Dostluğu m.,110000,18/20 ,120.0,3.0,0.0
35801,Nərimanov r.,127000,5/16 ,60.0,2.0,0.0
35802,Nəriman Nərimanov m.,179000,5/16 ,86.0,2.0,0.0
35803,Nizami m.,89000,3/3 ,48.0,2.0,0.0
35804,Nərimanov r.,180000,5/17 ,116.0,3.0,0.0
35805,Nizami m.,255000,8/16 ,115.0,3.0,0.0
35806,İnşaatçılar m.,220000,16/19 ,120.0,3.0,0.0
35807,Qala q.,1200000,,15000.0,,0.0
35808,Həzi Aslanov m.,102900,6/12 ,88.0,3.0,0.0
35809,Bilgəh q.,20000,,4.0,,0.0
35810,İnşaatçılar m.,399000,,252.0,5.0,0.0
35811,Əhmədli q.,96000,10/19 ,88.0,2.0,0.0
35812,Novxanı q.,170000,7/12 ,121.2,3.0,0.0
35813,Nərimanov r.,190000,4/16 ,136.0,3.0,0.0
35814,Nəsimi r.,235000,4/15 ,145.0,3.0,0.0
35815,Xəzər r.,2000000,,1000.0,5.0,0.0
35816,Badamdar q.,310000,,410.0,6.0,0.0
35817,Mərdəkan q.,220000,,18.0,,0.0
35818,Azadlıq Prospekti m.,123000,4/9 ,75.0,3.0,0.0
35819,Şah İsmayıl Xətai m.,69000,8/9 ,60.0,2.0,0.0
35820,Mərdəkan q.,350000,,200.0,,0.0
35821,Binəqədi q.,75000,,90.0,3.0,0.0
35822,Yasamal r.,80000,2/5 ,60.0,2.0,0.0
35823,Nərimanov r.,180000,12/17 ,55.1,2.0,0.0
35824,Nərimanov r.,255000,16/21 ,135.0,4.0,0.0
35825,8 Noyabr m.,122000,9/17 ,86.0,2.0,0.0
35826,Mərdəkan q.,270000,,170.0,,0.0
35827,28 May m.,142000,12/16 ,94.0,2.0,0.0
35828,Nərimanov r.,223000,12/16 ,143.0,3.0,0.0
35829,Mərdəkan q.,750000,,400.0,,0.0
35830,Nərimanov r.,127000,5/16 ,60.0,2.0,0.0
35831,Elmlər Akademiyası m.,330000,3/16 ,156.0,3.0,0.0
35832,İnşaatçılar m.,179000,7/9 ,105.0,4.0,0.0
35833,Yasamal q.,185000,3/18 ,147.4,3.0,0.0
35834,Nəriman Nərimanov m.,130000,7/16 ,65.0,2.0,0.0
35835,Nərimanov r.,185000,6/16 ,106.0,2.0,0.0
35836,Nəsimi r.,270000,9/17 ,200.0,4.0,0.0
35837,Nəsimi r.,145000,13/17 ,66.0,2.0,0.0
35838,Şüvəlan q.,320000,,220.0,,0.0
35839,Şüvəlan q.,180000,,120.0,,0.0
35840,Həzi Aslanov m.,80000,9/18 ,62.0,2.0,0.0
35841,Nəsimi r.,210000,14/15 ,132.0,3.0,0.0
35842,Xırdalan,67000,8/11 ,69.0,2.0,0.0
35843,Nərimanov r.,137000,5/16 ,65.0,2.0,0.0
35844,Elmlər Akademiyası m.,337000,17/23 ,153.0,3.0,0.0
35845,Yeni Yasamal q.,157000,3/16 ,115.0,3.0,0.0
35846,Xalqlar Dostluğu m.,104000,11/16 ,61.0,2.0,0.0
35847,Şah İsmayıl Xətai m.,360000,2/12 ,176.0,4.0,0.0
35848,Qara Qarayev m.,58650,10/16 ,52.0,1.0,0.0
35849,Qobu q.,80000,2/2 ,200.0,4.0,0.0
35850,Həzi Aslanov m.,69000,6/9 ,50.0,2.0,0.0
35851,Həzi Aslanov m.,131000,4/9 ,100.0,4.0,0.0
35852,Nərimanov r.,240000,3/16 ,152.0,3.0,0.0
35853,Nərimanov r.,160000,11/16 ,78.0,3.0,0.0
35854,Elmlər Akademiyası m.,189000,13/17 ,86.0,2.0,0.0
35855,Novxanı q.,47000,,200.0,,0.0
35856,Binə q.,5800,,2.0,,0.0
35857,Nərimanov r.,108000,4/16 ,56.0,2.0,0.0
35858,Mehdiabad q.,120000,,10.0,,0.0
35859,Memar Əcəmi m.,115000,16/17 ,73.0,2.0,0.0
35860,Nəriman Nərimanov m.,175000,16/19 ,100.0,2.0,0.0
35861,Memar Əcəmi m.,195000,5/16 ,125.0,3.0,0.0
35862,Mehdiabad q.,96000,,110.0,5.0,0.0
35863,Həzi Aslanov m.,127000,6/9 ,85.0,3.0,0.0
35864,Elmlər Akademiyası m.,158000,7/9 ,80.0,3.0,0.0
35865,Badamdar q.,400000,,420.0,6.0,0.0
35866,Şüvəlan q.,260000,,180.0,,0.0
35867,Nərimanov r.,110000,10/16 ,56.0,2.0,0.0
35868,Nəsimi r.,235000,1/8 ,90.0,3.0,0.0
35869,Elmlər Akademiyası m.,180000,2/4 ,90.0,3.0,0.0
35870,Sahil m.,270000,4/4 ,100.0,4.0,0.0
35871,Elmlər Akademiyası m.,245000,2/17 ,114.0,3.0,0.0
35872,İçəri Şəhər m.,310000,2/6 ,82.0,3.0,0.0
35873,Şüvəlan q.,485000,,270.0,,0.0
35874,8 Noyabr m.,240000,13/14 ,146.2,4.0,0.0
35875,Mərdəkan q.,145000,,150.0,,0.0
35876,Sahil m.,280000,3/4 ,103.0,3.0,0.0
35877,Şüvəlan q.,245000,,200.0,,0.0
35878,İçəri Şəhər m.,355000,2/5 ,130.0,5.0,0.0
35879,Azadlıq Prospekti m.,300000,,226.0,4.0,0.0
35880,İnşaatçılar m.,110000,7/19 ,75.0,2.0,0.0
35881,Elmlər Akademiyası m.,118000,3/6 ,55.0,2.0,0.0
35882,Səbail r.,150000,10/16 ,73.0,3.0,0.0
35883,Nəriman Nərimanov m.,155000,4/9 ,120.0,4.0,0.0
35884,Məmmədli q.,50000,,3.0,,0.0
35885,Elmlər Akademiyası m.,180000,2/5 ,85.0,3.0,0.0
35886,Elmlər Akademiyası m.,75000,1/5 ,45.0,2.0,0.0
35887,Yasamal r.,112000,3/5 ,77.0,3.0,0.0
35888,Xırdalan,49000,3/5 ,54.0,2.0,0.0
35889,Elmlər Akademiyası m.,309000,7/17 ,146.0,4.0,0.0
35890,9-cu mikrorayon q.,150000,9/18 ,100.0,2.0,0.0
35891,Nəriman Nərimanov m.,245000,14/17 ,110.0,4.0,0.0
35892,Memar Əcəmi m.,220000,8/16 ,116.0,3.0,0.0
35893,Elmlər Akademiyası m.,210000,6/17 ,100.0,3.0,0.0
35894,Elmlər Akademiyası m.,279000,3/16 ,125.0,3.0,0.0
35895,Elmlər Akademiyası m.,160000,9/16 ,65.0,2.0,0.0
35896,Badamdar q.,730000,,310.0,6.0,0.0
35897,9-cu mikrorayon q.,320000,,210.0,,0.0
35898,Mərdəkan q.,410000,,300.0,,0.0
35899,Mərdəkan q.,370000,,220.0,,0.0
35900,Mərdəkan q.,370000,,200.0,,0.0
35901,Mərdəkan q.,350000,,260.0,,0.0
35902,4-cü mikrorayon q.,1200000,,930.0,,0.0
35903,Mərdəkan q.,260000,,185.0,,0.0
35904,Mərdəkan q.,260000,,185.0,,0.0
35905,İnşaatçılar m.,530000,,246.0,,0.0
35906,Bayıl q.,185000,10/17 ,63.0,2.0,0.0
35907,Həzi Aslanov m.,200000,,300.0,7.0,0.0
35908,Elmlər Akademiyası m.,510000,12/16 ,212.0,4.0,0.0
35909,Nərimanov r.,189000,14/18 ,106.0,3.0,0.0
35910,Nəsimi r.,146000,10/16 ,77.0,1.0,0.0
35911,Şah İsmayıl Xətai m.,160000,2/17 ,100.2,2.0,0.0
35912,Əhmədli m.,152900,12/17 ,139.0,3.0,0.0
35913,Nərimanov r.,344000,12/16 ,172.0,4.0,0.0
35914,Yasamal r.,1450000,17/23 ,217.0,4.0,0.0
35915,Şah İsmayıl Xətai m.,400000,20/24 ,196.0,4.0,0.0
35916,Nəsimi r.,237000,8/16 ,133.3,3.0,0.0
35917,Xəzər r.,370000,,250.0,5.0,0.0
35918,Səbail r.,259000,10/16 ,95.4,2.0,0.0
35919,Səbail r.,165000,8/10 ,115.0,3.0,0.0
35920,Nərimanov r.,160000,9/18 ,93.0,3.0,0.0
35921,Elmlər Akademiyası m.,350000,12/18 ,156.0,3.0,0.0
35922,Novxanı q.,850000,,1500.0,5.0,0.0
35923,Nəsimi r.,100000,3/5 ,68.0,2.0,0.0
35924,Nəsimi m.,230000,10/16 ,111.0,3.0,0.0
35925,Yasamal r.,82000,8/12 ,40.0,1.0,0.0
35926,Yasamal r.,265000,12/17 ,118.0,3.0,0.0
35927,Elmlər Akademiyası m.,410000,15/19 ,217.0,4.0,0.0
35928,8 Noyabr m.,190000,2/16 ,137.0,3.0,0.0
35929,Elmlər Akademiyası m.,175000,4/5 ,90.0,3.0,0.0
35930,Bakmil m.,170000,13/18 ,101.0,2.0,0.0
35931,Memar Əcəmi m.,189000,9/18 ,126.0,3.0,0.0
35932,Yeni Yasamal q.,120000,6/17 ,83.0,2.0,0.0
35933,Nərimanov r.,165000,9/16 ,95.0,2.0,0.0
35934,Azadlıq Prospekti m.,260000,17/19 ,140.0,3.0,0.0
35935,Nizami m.,33000,1/2 ,20.0,1.0,0.0
35936,Binəqədi r.,109500,,215.0,6.0,0.0
35937,Nəsimi r.,535000,8/23 ,224.0,4.0,0.0
35938,Mərdəkan q.,230000,,180.0,,0.0
35939,Nəriman Nərimanov m.,195000,12/19 ,151.0,3.0,0.0
35940,9-cu mikrorayon q.,155000,8/18 ,94.0,2.0,0.0
35941,Xırdalan,65000,9/9 ,58.0,2.0,0.0
35942,Qara Qarayev m.,134900,14/15 ,112.0,3.0,0.0
35943,Nərimanov r.,90000,9/17 ,51.0,1.0,0.0
35944,M.Ə.Rəsulzadə q.,80000,2/9 ,60.0,3.0,0.0
35945,Neftçilər m.,72000,5/5 ,55.0,3.0,0.0
35946,Nərimanov r.,127000,4/16 ,58.0,2.0,0.0
35947,Sabunçu q.,54000,,130.0,3.0,0.0
35948,7-ci mikrorayon q.,112000,5/9 ,75.0,3.0,0.0
35949,Qara Qarayev m.,168000,6/17 ,141.0,3.0,0.0
35950,Nəsimi r.,102000,10/16 ,68.0,1.0,0.0
35951,Yeni Yasamal q.,115000,6/9 ,88.0,4.0,0.0
35952,Azadlıq Prospekti m.,143000,3/16 ,75.0,3.0,0.0
35953,Yeni Yasamal q.,33000,,24.0,,0.0
35954,Sahil m.,530000,,72.0,,0.0
35955,8-ci kilometr q.,99000,10/17 ,119.0,3.0,0.0
35956,Memar Əcəmi m.,86000,3/5 ,60.0,2.0,0.0
35957,Nərimanov r.,129000,18/18 ,85.0,2.0,0.0
35958,Bakıxanov q.,44990,4/8 ,68.0,1.0,0.0
35959,Balaxanı q.,100000,,350.0,7.0,0.0
35960,Memar Əcəmi m.,59999,4/5 ,33.0,2.0,0.0
35961,Yasamal r.,490000,5/18 ,199.0,4.0,0.0
35962,Nizami r.,159000,4/9 ,105.0,5.0,0.0
35963,Sahil m.,265000,2/3 ,127.0,3.0,0.0
35964,Binə q.,27000,,64.0,3.0,0.0
35965,Yeni Yasamal q.,77000,10/11 ,55.0,2.0,0.0
35966,Tərtər,48000,,140.0,4.0,0.0
35967,Nizami r.,140000,1/9 ,110.0,5.0,0.0
35968,Nəsimi r.,264100,15/16 ,139.0,3.0,0.0
35969,28 May m.,870000,10/14 ,263.0,5.0,0.0
35970,Yasamal r.,199000,13/18 ,125.0,3.0,0.0
35971,Yeni Günəşli q.,130000,3/9 ,110.0,5.0,0.0
35972,Qara Qarayev m.,114000,16/17 ,103.5,3.0,0.0
